volumenes,
124.09600830078125,
128.82077026367188,
110.57908630371094,
130.97979736328125,
143.0891571044922,
98.3756103515625,
115.42623901367188,
104.04183959960938,
100.17227935791016,
107.57653045654297,
98.12728881835938,
116.4043960571289,
122.30913543701172,
103.43080139160156,
105.37091064453125,
121.34673309326172,
93.34163665771484,
95.63562774658203,
91.65003967285156,
89.79390716552734,
103.0077896118164,
114.57647705078125,
115.78679656982422,
116.26852416992188,
121.42528533935547,
89.78780364990234,
111.1095962524414,
107.37327575683594,
102.56957244873047,
100.43990325927734,
100.77567291259766,
89.40328979492188,
88.47235107421875,
85.77418518066406,
93.03820037841797,
93.25204467773438,
90.82659912109375,
89.29222869873047,
72.07173919677734,
100.43094635009766,
82.89227294921875,
94.1959228515625,
77.63931274414062,
97.9068374633789,
69.21138000488281,
