volumenes,
23.11063575744629,
24.229644775390625,
28.6024227142334,
28.388385772705078,
18.948076248168945,
28.447507858276367,
26.450069427490234,
28.67383575439453,
22.90134620666504,
22.182266235351562,
33.03179168701172,
25.37803077697754,
32.833980560302734,
20.335275650024414,
23.3990478515625,
29.06642723083496,
23.450096130371094,
18.855419158935547,
22.674549102783203,
26.008689880371094,
28.651363372802734,
19.683406829833984,
29.986438751220703,
24.080163955688477,
22.829505920410156,
31.6389102935791,
25.456863403320312,
30.774770736694336,
26.305505752563477,
23.077211380004883,
28.19431495666504,
17.939619064331055,
26.82332420349121,
17.331750869750977,
21.96274185180664,
21.084760665893555,
24.214454650878906,
16.231245040893555,
29.7990665435791,
29.66873550415039,
25.637317657470703,
25.44113540649414,
21.792491912841797,
20.379823684692383,
25.774124145507812,
30.434938430786133,
19.460712432861328,
28.660667419433594,
23.76648712158203,
30.472692489624023,
25.154653549194336,
21.709060668945312,
28.079322814941406,
27.365312576293945,
25.37803077697754,
24.962020874023438,
31.983030319213867,
26.579559326171875,
22.63858413696289,
27.22431755065918,
30.921947479248047,
19.76685333251953,
28.187105178833008,
28.033222198486328,
23.633882522583008,
17.818132400512695,
29.481685638427734,
29.0528564453125,
19.717853546142578,
20.98693084716797,
13.31855297088623,
30.166601181030273,
27.828397750854492,
26.29906463623047,
24.13930320739746,
25.333471298217773,
22.82461929321289,
25.768373489379883,
23.96432876586914,
12.049406051635742,
24.426485061645508,
23.37809944152832,
23.127309799194336,
17.686830520629883,
25.53130531311035,
31.171600341796875,
24.030656814575195,
23.536603927612305,
24.322546005249023,
23.665752410888672,
34.39707565307617,
18.778104782104492,
24.105388641357422,
23.847360610961914,
20.220706939697266,
24.31070327758789,
20.290531158447266,
30.070453643798828,
32.13540267944336,
24.164405822753906,
24.83468246459961,
19.410152435302734,
29.18425178527832,
18.709247589111328,
21.566287994384766,
22.961877822875977,
25.547897338867188,
30.974456787109375,
19.57933807373047,
21.113361358642578,
26.742563247680664,
18.573680877685547,
23.631603240966797,
19.347429275512695,
22.383560180664062,
24.54435157775879,
10.747437477111816,
30.9718017578125,
20.488075256347656,
21.978567123413086,
9.880167007446289,
27.139015197753906,
29.85345458984375,
24.587602615356445,
27.788881301879883,
22.062591552734375,
23.04728889465332,
21.33104133605957,
25.33942222595215,
25.058706283569336,
27.90218734741211,
20.89693260192871,
29.04682159423828,
22.112178802490234,
24.906726837158203,
22.323680877685547,
14.64611530303955,
23.96986961364746,
23.11421012878418,
24.851186752319336,
29.30632209777832,
21.07616424560547,
16.431739807128906,
25.16269874572754,
28.714815139770508,
21.76430320739746,
26.673843383789062,
26.918546676635742,
25.9577693939209,
26.422740936279297,
21.571762084960938,
14.772635459899902,
19.717853546142578,
22.401336669921875,
31.311832427978516,
11.272517204284668,
19.94127655029297,
22.557552337646484,
25.55472183227539,
29.55912208557129,
20.928956985473633,
10.607844352722168,
19.40677261352539,
24.669466018676758,
20.06537437438965,
23.269264221191406,
28.273378372192383,
21.173173904418945,
